"","AGI","probe_id","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","GO","PATH","oma_id","level","level_name","araID","age"
"973","AT1G77640","259729_at",0.013177,0.00137,-5.19,-1.07465,-0.488,"AT1G77640","ethylene-responsive transcription factor ERF013","GO:0006355; GO:0005634; GO:0003700; GO:0005515",NA,15174143,13,"Brassicaceae","ARATH10177","MC"
"974","AT1G77670","259710_at",0.001131,2.1e-05,10.3,3.429784,0.575,"AT1G77670","putative aminotransferase","GO:0009058; GO:0005737; GO:0009507; GO:0016212; GO:0030170",NA,15174147,2,"Eukaryota","ARATH10181","UC"
"975","AT1G77690","259680_at",0.01365,0.00144,-5.14,-1.130938,-0.377,"LAX3","auxin influx carrier LAX3","GO:0003333; GO:0009733; GO:0009926; GO:0010311; GO:0048829; GO:0055085; GO:0060919; GO:0005886; GO:0010328; GO:0015171","04075",15174150,2,"Eukaryota","ARATH10184","UC"
"976","AT1G77750","259678_at",0.002883,0.000121,7.81,1.564395,0.469,"AT1G77750","small ribosomal subunit protein S13","GO:0006412; GO:0005739; GO:0005763; GO:0015935; GO:0003735","03010",15174158,1,"LUCA","ARATH10192","UC"
"977","AT1G77840","262193_at",0.005971,0.000402,6.41,0.258966,0.425,"AT1G77840","putative eukaryotic translation initiation factor 5-2","GO:0001731; GO:0001732; GO:0005634; GO:0005737; GO:0005829; GO:0003743; GO:0005092; GO:0071074","03013",15174179,2,"Eukaryota","ARATH10213","UC"
"978","AT1G77920","262137_at",0.02667,0.00386,-4.28,-2.203618,-0.34,"AT1G77920","transcription factor TGA7","GO:0006351; GO:0006355; GO:0042742; GO:0005634; GO:0003700; GO:0005515; GO:0043565","04075",15174195,10,"Pentapetalae","ARATH10229","MC"
"979","AT1G77930","262194_at",0.031522,0.00495,-4.08,-2.472542,-0.273,"AT1G77930","chaperone DnaJ-domain-containing protein","GO:0009507",NA,15174197,4,"Streptophyta","ARATH10231","MC"
"980","AT1G77940","262163_at",3e-04,6.98e-07,17.2,6.849876,0.673,"AT1G77940","60S ribosomal protein L30-2","GO:0005737; GO:0005739; GO:0022625; GO:0022626; GO:0003723; GO:0003735","03010",15174199,1,"LUCA","ARATH10233","UC"
"981","AT1G78020","262162_at",0.000639,6.53e-06,-12.3,4.64602,-0.645,"AT1G78020","hypothetical protein","GO:0016049; GO:0042594; GO:0090351; GO:0005634; GO:0005737; GO:0005829; GO:0005515; GO:0019900",NA,15174210,8,"Magnoliopsida","ARATH10244","MC"
"982","AT1G78040","262195_at",0.014533,0.00159,5.05,-1.237173,0.289,"AT1G78040","pollen Ole e 1 allergen and extensin family protein","GO:0005576; GO:0005515",NA,15174212,10,"Pentapetalae","ARATH10246","MC"
"983","AT1G78060","262181_at",0.000998,1.69e-05,10.6,3.656848,0.624,"AT1G78060","putative beta-D-xylosidase 7","GO:0031222; GO:0045493; GO:0005618; GO:0005739; GO:0009505; GO:0009506; GO:0009507; GO:0048046; GO:0004553; GO:0009044; GO:0046556",NA,15174214,2,"Eukaryota","ARATH10248","UC"
"984","AT1G78070","262164_at",0.017708,0.00211,-4.8,-1.547086,-0.635,"AT1G78070","transducin/WD40 repeat-like superfamily protein","GO:0071456; GO:0005634; GO:0080008; GO:0003674",NA,15174216,2,"Eukaryota","ARATH10250","UC"
"985","AT1G78090","260059_at",0.038586,0.00658,3.85,-2.779859,0.327,"TPPB","trehalose-6-phosphate phosphatase","GO:0005992; GO:0005634; GO:0004805",NA,15174219,1,"LUCA","ARATH10253","UC"
"986","AT1G78100","260058_at",0.000303,8.46e-07,16.7,6.667891,0.905,"AT1G78100","F-box protein","GO:0009736; GO:0010540; GO:0010541; GO:0016567; GO:0005634; GO:0005515",NA,15174221,9,"Mesangiospermae","ARATH10255","MC"
"987","AT1G78140","260056_at",0.047059,0.00878,-3.63,-3.090141,-0.178,"AT1G78140","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","GO:0005739; GO:0009507; GO:0010287; GO:0008168",NA,15174226,5,"Embryophyta","ARATH10260","MC"
"988","AT1G78200","260057_at",0.046196,0.00853,-3.65,-3.058457,-0.178,"AT1G78200","putative protein phosphatase 2C 17","GO:0006470; GO:0005739; GO:0005886; GO:0004722; GO:0004724",NA,15174235,2,"Eukaryota","ARATH10269","UC"
"989","AT1G78240","260800_at",0.033245,0.00533,-4.02,-2.552413,-0.346,"TSD2","putative pectin methyltransferase TSD2","GO:0009735; GO:0010289; GO:0048364; GO:0048367; GO:0000138; GO:0005634; GO:0005737; GO:0005768; GO:0005794; GO:0005802; GO:0008168",NA,15174240,5,"Embryophyta","ARATH10274","MC"
"990","AT1G78290","260774_at",0.004587,0.000265,-6.87,0.712546,-0.311,"AT1G78290","serine/threonine-protein kinase SRK2C","GO:0006468; GO:0006970; GO:0035556; GO:0080167; GO:0005634; GO:0005737; GO:0004674","04075",15174245,2,"Eukaryota","ARATH10279","UC"
"991","AT1G78380","260746_at",0.009829,0.000894,5.59,-0.613279,0.284,"GSTU19","glutathione S-transferase TAU 19","GO:0006749; GO:0006979; GO:0009407; GO:0042631; GO:0046686; GO:0005737; GO:0005739; GO:0005774; GO:0005829; GO:0005886; GO:0009507; GO:0009570; GO:0004364; GO:0043295",NA,15174253,4,"Streptophyta","ARATH10287","MC"
"992","AT1G78410","260804_at",0.002433,9.16e-05,8.16,1.860113,0.401,"AT1G78410","VQ motif-containing protein","GO:0006979; GO:0005515",NA,15174256,11,"rosids","ARATH10290","MC"
"993","AT1G78580","263136_at",0.027206,0.00396,-4.26,-2.231801,-0.383,"TPS1","alpha,alpha-trehalose-phosphate synthase [UDP-forming] 1","GO:0005991; GO:0005992; GO:0009793; GO:0009832; GO:0010182; GO:0051301; GO:0070413; GO:0005737; GO:0005829; GO:0009507; GO:0003825; GO:0016757","00500",15174280,2,"Eukaryota","ARATH10314","UC"
"994","AT1G78610","263127_at",0.001609,4.26e-05,9.21,2.681256,0.515,"MSL6","mechanosensitive channel of small conductance-like 6","GO:0006820; GO:0005634; GO:0005774; GO:0005886; GO:0009506; GO:0008381",NA,15174285,4,"Streptophyta","ARATH10319","MC"
"995","AT1G78630","263131_at",0.000588,5.4e-06,12.7,4.839843,0.443,"emb1473","50S ribosomal protein L13","GO:0006412; GO:0009793; GO:0017148; GO:0005739; GO:0005840; GO:0009507; GO:0009570; GO:0009579; GO:0009941; GO:0022625; GO:0003729; GO:0003735","03010",15174288,4,"Streptophyta","ARATH10322","MC"
"996","AT1G78650","263130_at",0.002227,7.77e-05,8.38,2.037692,0.297,"POLD3","DNA polymerase delta 3","GO:0006271; GO:0006297; GO:1904161; GO:0005634; GO:0043625; GO:0003887","00230; 00240; 01100; 03030; 03410; 03420; 03430; 03440",15174291,3,"Viridiplantae","ARATH10325","UC"
"997","AT1G78770","264293_at",0.004241,0.000233,7.02,0.850147,0.344,"APC6","anaphase-promoting complex subunit 6","GO:0007091; GO:0010087; GO:0016567; GO:0031145; GO:0032875; GO:0045842; GO:0051301; GO:0005634; GO:0005680; GO:0005737; GO:0005515","04120",15174309,2,"Eukaryota","ARATH10343","UC"
"998","AT1G78780","264301_at",0.004653,0.000269,-6.85,0.693287,-0.864,"AT1G78780","pathogenesis-related protein","GO:0008150; GO:0005737; GO:0003674",NA,15174311,1,"LUCA","ARATH10345","UC"
"999","AT1G78890","264306_at",0.039458,0.00682,-3.82,-2.818528,-0.247,"AT1G78890","hypothetical protein","GO:0008150; GO:0009507; GO:0003674",NA,15174330,10,"Pentapetalae","ARATH10364","MC"
"1000","AT1G78990","257428_at",0.006457,0.000456,-6.28,0.121141,-0.411,"AT1G78990","HXXXD-type acyl-transferase","GO:0005634",NA,15174356,7,"Spermatophyta","ARATH10390","MC"
"1001","AT1G79040","264092_at",0.013896,0.00148,-5.12,-1.160621,-0.238,"PSBR///RPL24A","photosystem II subunit R///60S ribosomal protein L24-1","GO:0010270; GO:0005739; GO:0009507; GO:0009534; GO:0009535; GO:0009579; GO:0009654; GO:0005515","00195; 01100",15174365,4,"Streptophyta","ARATH10399","MC"
"1002","AT1G79150","264118_at",0.004157,0.000223,7.07,0.896122,0.461,"AT1G79150","nucleolar complex-associated protein domain-containing protein","GO:0008150; GO:0005634; GO:0005654; GO:0005730; GO:0003682",NA,15174379,2,"Eukaryota","ARATH10413","UC"
"1003","AT1G79150","264131_at",0.0159,0.00181,4.94,-1.379872,0.348,"AT1G79150","nucleolar complex-associated protein domain-containing protein","GO:0008150; GO:0005634; GO:0005654; GO:0005730; GO:0003682",NA,15174379,2,"Eukaryota","ARATH10413","UC"
"1004","AT1G79180","264119_at",0.004653,0.000269,-6.85,0.692874,-0.517,"MYB63","myb domain protein 63","GO:0009411; GO:0009809; GO:0030154; GO:0045893; GO:2000652; GO:0005634; GO:0003700; GO:0005515; GO:0043565",NA,15174382,13,"Brassicaceae","ARATH10416","MC"
"1005","AT1G79260","264098_at",0.015988,0.00182,4.93,-1.38968,0.296,"AT1G79260","hypothetical protein","GO:0005829; GO:0009507; GO:0003674",NA,15174394,2,"Eukaryota","ARATH10428","UC"
"1006","AT1G79270","264102_at",0.003819,0.000193,-7.24,1.057154,-0.401,"ECT8","hypothetical protein","GO:0061157; GO:0005634; GO:0005737; GO:0003729",NA,15174395,8,"Magnoliopsida","ARATH10429","MC"
"1007","AT1G79330","264143_at",0.017676,0.0021,-4.8,-1.542286,-0.237,"MC5","metacaspase 5","GO:0043068; GO:0009507; GO:0004197",NA,15174402,2,"Eukaryota","ARATH10436","UC"
"1008","AT1G79380","262919_at",0.02322,0.00317,-4.45,-1.990379,-0.273,"AT1G79380","ubiquitin ligase","GO:0009611; GO:0009867; GO:0042742; GO:0005634; GO:0005737; GO:0005739; GO:0004842; GO:0005515",NA,15174407,2,"Eukaryota","ARATH10441","UC"
"1009","AT1G79390","262946_at",0.020169,0.00259,4.62,-1.772414,0.314,"AT1G79390","hypothetical protein","GO:0008150; GO:0005739; GO:0003674",NA,15174408,5,"Embryophyta","ARATH10442","MC"
"1010","AT1G79410","262935_at",0.049382,0.0094,3.58,-3.162738,0.252,"5-Oct","organic cation/carnitine transporter5","GO:0042631; GO:0055085; GO:0070417; GO:0071472; GO:0005739; GO:0005886; GO:0009705; GO:0015144; GO:0022857",NA,15174410,2,"Eukaryota","ARATH10444","UC"
"1011","AT1G79420","262922_at",0.025394,0.0036,-4.34,-2.127692,-0.355,"AT1G79420","hypothetical protein","GO:0008150; GO:0005739; GO:0003674",NA,15174411,8,"Magnoliopsida","ARATH10445","MC"
"1012","AT1G79470","262943_at",0.004578,0.000264,6.88,0.717122,0.36,"AT1G79470","inosine-5'-monophosphate dehydrogenase","GO:0006183; GO:0005737; GO:0005739; GO:0005829; GO:0003938","00230; 01100; 01110",15174418,1,"LUCA","ARATH10452","UC"
"1013","AT1G79550","262944_at",0.040625,0.00713,3.79,-2.8667,0.297,"PGK","phosphoglycerate kinase","GO:0002237; GO:0006094; GO:0006096; GO:0009408; GO:0009416; GO:0009749; GO:1903862; GO:0005634; GO:0005737; GO:0005739; GO:0005774; GO:0005829; GO:0005886; GO:0009506; GO:0009570; GO:0048046; GO:0004618; GO:0004672; GO:0005524; GO:0043531","00010; 00710; 01100; 01110",15174430,1,"LUCA","ARATH10464","UC"
"1014","AT1G79560","262937_at",0.046502,0.00863,3.64,-3.070839,0.209,"FTSH12","cell division protease ftsH-12","GO:0008053; GO:0009793; GO:0034982; GO:0042407; GO:0045037; GO:0065003; GO:0005739; GO:0005743; GO:0005886; GO:0009507; GO:0009536; GO:0009706; GO:0009941; GO:0004176; GO:0004222; GO:0005515; GO:0016464",NA,15174431,5,"Embryophyta","ARATH10465","MC"
"1015","AT1G79600","261353_at",0.009816,0.000893,-5.6,-0.611225,-0.349,"AT1G79600","protein kinase superfamily protein","GO:0006468; GO:0006995; GO:0009414; GO:0009644; GO:0009658; GO:0010114; GO:0050821; GO:0080177; GO:0080183; GO:1902171; GO:0005739; GO:0009507; GO:0010287; GO:0004672; GO:0005515",NA,15174440,2,"Eukaryota","ARATH10474","UC"
"1016","AT1G79660","261356_at",0.044745,0.00815,-3.69,-3.009866,-0.155,"AT1G79660","hypothetical protein","GO:0008150; GO:0005739; GO:0003674",NA,15174459,7,"Spermatophyta","ARATH10493","MC"
"1017","AT1G79700","261395_at",0.003355,0.000154,-7.51,1.300503,-0.52,"AT1G79700","AP2-like ethylene-responsive transcription factor WRI4","GO:0006355; GO:0045723; GO:1901959; GO:1904278; GO:0005634; GO:0000976; GO:0000981; GO:0003700; GO:0043565",NA,15174465,11,"rosids","ARATH10499","MC"
"1018","AT1G79720","261346_at",0.007889,0.000639,5.93,-0.247791,0.729,"AT1G79720","eukaryotic aspartyl protease family protein","GO:0006508; GO:0030163; GO:0005576; GO:0048046; GO:0004190",NA,15174470,8,"Magnoliopsida","ARATH10504","MC"
"1019","AT1G79760","261345_at",0.04214,0.00751,3.75,-2.922601,0.213,"DTA4","downstream target of AGL15-4","GO:0008150; GO:0009507; GO:0003674",NA,15174475,9,"Mesangiospermae","ARATH10509","MC"
"1020","AT1G80050","262039_at",0.003355,0.000154,-7.51,1.298564,-0.786,"APT2","adenine phosphoribosyl transferase 2","GO:0006168; GO:0035435; GO:0044209; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0003999; GO:0015114","00230; 01100",15174541,1,"LUCA","ARATH10575","UC"
"1021","AT1G80170","262060_at",0.005329,0.000335,-6.61,0.454614,-0.949,"AT1G80170","putative polygalacturonase","GO:0005975; GO:0005576; GO:0004650; GO:0005515",NA,15174563,2,"Eukaryota","ARATH10597","UC"
"1022","AT1G80190","262043_at",0.004002,0.000207,7.16,0.978123,0.275,"PSF1","GINS complex subunit 1-like protein","GO:0006270; GO:0000811; GO:0005634",NA,15174566,2,"Eukaryota","ARATH10600","UC"
"1023","AT1G80230","262048_at",0.038543,0.00657,3.85,-2.777853,0.454,"AT1G80230","cytochrome c oxidase subunit 5b-2","GO:0006123; GO:0042776; GO:0005739; GO:0004129","00190; 01100",15174575,8,"Magnoliopsida","ARATH10609","MC"
"1024","AT1G80270","260331_at",0.001341,2.88e-05,9.8,3.097655,0.733,"PPR596","pentatricopeptide repeat-containing protein","GO:0005739; GO:0009507; GO:0009941",NA,15174582,6,"Tracheophyta","ARATH10616","MC"
"1025","AT1G80280","260297_at",0.003413,0.000158,7.48,1.269629,0.379,"AT1G80280","alpha/beta-Hydrolases superfamily protein","GO:0005737; GO:0016787",NA,15174583,5,"Embryophyta","ARATH10617","MC"
"1026","AT1G80440","260287_at",0.000744,9.76e-06,-11.6,4.2316,-1.74,"AT1G80440","F-box/kelch-repeat protein","GO:0080037; GO:2000762; GO:0005737; GO:0005829; GO:0019005; GO:0003674",NA,15174608,7,"Spermatophyta","ARATH10642","MC"
"1027","AT1G80460","260274_at",0.040604,0.00713,3.79,-2.865782,0.221,"NHO1","glycerol kinase","GO:0002237; GO:0006071; GO:0006641; GO:0009617; GO:0010188; GO:0016310; GO:0019563; GO:0042742; GO:0046167; GO:0080167; GO:0005739; GO:0005829; GO:0004370; GO:0016773","00561; 01100; 04626",15174610,1,"LUCA","ARATH10644","UC"
"1028","AT1G80520","260277_at",0.010792,0.00102,-5.47,-0.757763,-0.279,"AT1G80520","Sterile alpha motif (SAM) domain-containing protein","GO:0008150; GO:0005575; GO:0003674",NA,15174618,8,"Magnoliopsida","ARATH10652","MC"
"1029","AT1G80560","260285_at",0.007408,0.000576,6.03,-0.133714,0.356,"IMD2","3-isopropylmalate dehydrogenase 2","GO:0009098; GO:0009553; GO:0009555; GO:0005829; GO:0009507; GO:0009536; GO:0009570; GO:0009941; GO:0000287; GO:0003862; GO:0042803; GO:0070403","00290; 01100; 01110",15174627,2,"Eukaryota","ARATH10661","UC"
"1030","AT1G80570","260272_at",0.00734,0.000565,-6.05,-0.113041,-0.286,"AT1G80570","RNI-like superfamily protein","GO:0006511; GO:0031146; GO:0005737; GO:0019005",NA,15174628,5,"Embryophyta","ARATH10662","MC"
"1031","AT1G80600","260286_at",0.039754,0.0069,3.81,-2.831153,0.248,"WIN1","acetylornithine aminotransferase","GO:0006526; GO:0042742; GO:0044419; GO:0048364; GO:0080022; GO:0005739; GO:0009507; GO:0009570; GO:0003992; GO:0005507; GO:0030170; GO:0042802","00330; 01100; 01110",15174632,1,"LUCA","ARATH10666","UC"
"1032","AT1G80620","259861_at",0.039458,0.00682,3.82,-2.81846,0.207,"AT1G80620","S15/NS1, RNA-binding protein","GO:0006412; GO:0005840; GO:0009507; GO:0003735",NA,15174634,8,"Magnoliopsida","ARATH10668","MC"
"1033","AT1G80630","259830_at",0.011416,0.00111,-5.39,-0.846129,-0.216,"AT1G80630","RNI-like superfamily protein","GO:0006511; GO:0031146; GO:0005737; GO:0019005",NA,15174636,7,"Spermatophyta","ARATH10670","MC"
"1034","AT1G80690","261893_at",0.007377,0.000571,6.04,-0.123562,0.325,"AT1G80690","PPPDE putative thiol peptidase family protein","GO:0008150; GO:0005737; GO:0003674",NA,15174649,11,"rosids","ARATH10683","MC"
"1035","AT1G80720","261898_at",0.003523,0.000165,7.43,1.224674,0.463,"AT1G80720","mitochondrial glycoprotein family protein","GO:0008150; GO:0005739; GO:0005759; GO:0003674",NA,15174653,8,"Magnoliopsida","ARATH10687","MC"
"1036","AT1G80750","261911_at",0.001732,4.82e-05,9.04,2.549909,0.547,"AT1G80750","60S ribosomal protein L7-1","GO:0000463; GO:0005730; GO:0005737; GO:0005829; GO:0022625; GO:0003723; GO:0003735","03010",15174658,2,"Eukaryota","ARATH10692","UC"
"1037","AT1G80760","261881_at",0.042864,0.00768,-3.73,-2.946047,-0.611,"NIP6;1","aquaporin NIP6-1","GO:0046713; GO:0080029; GO:0005886; GO:0015168; GO:0015204; GO:0015250; GO:0015267; GO:0046715",NA,15174659,2,"Eukaryota","ARATH10693","UC"
"1038","AT1G80830","261895_at",0.016119,0.00185,-4.92,-1.40226,-0.477,"NRAMP1","metal transporter Nramp1","GO:0006828; GO:0006875; GO:0015691; GO:0015692; GO:0030001; GO:0034755; GO:0055071; GO:0070574; GO:0071421; GO:0005886; GO:0009507; GO:0005381; GO:0005384; GO:0015086; GO:0015103; GO:0046873",NA,15174676,2,"Eukaryota","ARATH10710","UC"
"1039","AT1G80870","261883_at",0.041684,0.0074,3.76,-2.906101,0.228,"AT1G80870","putative receptor-like protein kinase","GO:0006468; GO:0005886; GO:0009507; GO:0004675",NA,15174682,7,"Spermatophyta","ARATH10716","MC"
"1040","AT1G80920","261901_at",0.00104,1.84e-05,-10.5,3.571046,-1.27,"J8","chaperone protein dnaJ 8","GO:0009416; GO:0005634; GO:0009507; GO:0009570",NA,15174687,5,"Embryophyta","ARATH10721","MC"
"1041","AT1G80940","261900_at",0.031911,0.00503,-4.07,-2.489105,-0.199,"AT1G80940","hypothetical protein","GO:0009909; GO:0005634",NA,15174689,10,"Pentapetalae","ARATH10723","MC"
"1042","AT2G01120","262201_at",0.005292,0.000332,6.62,0.466753,0.33,"ORC4","origin recognition complex subunit 4","GO:0006260; GO:0006270; GO:0000808; GO:0005634; GO:0005664; GO:0003688; GO:0005515",NA,15174718,2,"Eukaryota","ARATH10752","UC"
"1043","AT2G01140","265735_at",0.018009,0.00216,4.78,-1.575344,0.292,"AT2G01140","fructose-bisphosphate aldolase 3","GO:0006094; GO:0006096; GO:0006098; GO:0006979; GO:0030388; GO:0046686; GO:0005739; GO:0005829; GO:0009507; GO:0009534; GO:0009536; GO:0009570; GO:0010287; GO:0004332","00010; 00030; 00051; 00710; 01100; 01110",15174721,1,"LUCA","ARATH10755","UC"
"1044","AT2G01170","265790_at",0.030384,0.00467,-4.13,-2.410568,-0.293,"BAT1","bidirectional amino acid transporter 1","GO:0015812; GO:0005739; GO:0005313; GO:0015180; GO:0015181; GO:0015185; GO:0015189",NA,15174725,2,"Eukaryota","ARATH10759","UC"
"1045","AT2G01190","265733_at",0.047698,0.00897,-3.61,-3.112727,-0.204,"AT2G01190","Octicosapeptide/Phox/Bem1p family protein","GO:0005634; GO:0005829",NA,15174732,9,"Mesangiospermae","ARATH10766","MC"
"1046","AT2G01250","265736_at",0.002562,9.96e-05,8.05,1.769855,0.642,"AT2G01250","60S ribosomal protein L7-2","GO:0000463; GO:0005618; GO:0005737; GO:0005739; GO:0005773; GO:0005774; GO:0005829; GO:0005886; GO:0009507; GO:0022625; GO:0022626; GO:0003723; GO:0003729; GO:0003735","03010",15174738,2,"Eukaryota","ARATH10772","UC"
"1047","AT2G01350","265738_at",0.029393,0.00446,4.16,-2.359178,0.187,"QPT","quinolinate phoshoribosyltransferase","GO:0009435; GO:0034213; GO:0005737; GO:0009507; GO:0004514","00760; 01100",15174762,1,"LUCA","ARATH10796","UC"
"1048","AT2G01420","266300_at",0.013177,0.00137,5.19,-1.074366,0.345,"PIN4","auxin efflux carrier component 4","GO:0007389; GO:0009926; GO:0010252; GO:0010315; GO:0048364; GO:0055085; GO:0005739; GO:0005783; GO:0005886; GO:0010329",NA,15174771,5,"Embryophyta","ARATH10805","MC"
"1049","AT2G01430","266346_at",0.002063,6.68e-05,8.58,2.199925,0.378,"HB17","homeobox-leucine zipper protein ATHB-17","GO:0006355; GO:0009651; GO:0005634; GO:0003700; GO:0043565",NA,15174774,9,"Mesangiospermae","ARATH10808","MC"
"1050","AT2G01520","266353_at",0.000685,8.01e-06,11.9,4.435723,0.674,"MLP328","MLP-like protein 328","GO:0006952; GO:0010043; GO:0010228; GO:0080184; GO:0005634; GO:0005739; GO:0005829; GO:0005507",NA,15174788,13,"Brassicaceae","ARATH10822","MC"
"1051","AT2G01580","266344_at",8e-04,1.16e-05,-11.3,4.048529,-0.453,"AT2G01580","hypothetical protein",NA,NA,15174794,13,"Brassicaceae","ARATH10828","MC"
"1052","AT2G01590","266329_at",0.017326,0.00204,-4.83,-1.512486,-0.276,"CRR3","chlororespiratory reduction 3","GO:0009773; GO:0009507; GO:0010598; GO:0016020; GO:0003674",NA,15174795,9,"Mesangiospermae","ARATH10829","MC"
"1053","AT2G01620","265867_at",0.011824,0.00116,-5.34,-0.90133,-0.307,"MEE11","protein maternal effect embryo arrest 11","GO:0009793; GO:0016567; GO:0005634; GO:0005515",NA,15174799,5,"Embryophyta","ARATH10833","MC"
"1054","AT2G01630","265873_at",0.016063,0.00184,4.92,-1.396426,0.288,"AT2G01630","glucan endo-1,3-beta-glucosidase 3","GO:0005975; GO:0005576; GO:0005739; GO:0005886; GO:0031225; GO:0046658; GO:0042973",NA,15174801,5,"Embryophyta","ARATH10835","MC"
"1055","AT2G01640","265874_at",0.023581,0.00324,4.43,-2.012538,0.368,"AT2G01640","hypothetical protein","GO:0000462; GO:0005730; GO:0030686; GO:0030688; GO:0003674",NA,15174803,4,"Streptophyta","ARATH10837","MC"
"1056","AT2G01650","265868_at",0.036079,0.00596,3.93,-2.674037,0.238,"PUX2","UBX domain-containing protein 2","GO:0009620; GO:0050832; GO:0005634; GO:0005739; GO:0019898","04141",15174804,3,"Viridiplantae","ARATH10838","UC"
"1057","AT2G01720","265858_at",0.002718,0.00011,7.93,1.666771,0.337,"AT2G01720","ribophorin I","GO:0006487; GO:0018279; GO:0005739; GO:0005774; GO:0005783; GO:0005886; GO:0008250; GO:0009505; GO:0005515",NA,15174816,2,"Eukaryota","ARATH10850","UC"
"1058","AT2G01820","263590_at",0.018009,0.00216,4.78,-1.574671,0.205,"AT2G01820","receptor-like kinase TMK3","GO:0006468; GO:0009555; GO:0005886; GO:0009505; GO:0009506; GO:0004675; GO:0005515",NA,15174838,5,"Embryophyta","ARATH10872","MC"
"1059","AT2G01850","263598_at",0.008243,0.000683,-5.86,-0.318979,-0.259,"EXGT-A3","endoxyloglucan transferase A3","GO:0010087; GO:0010411; GO:0042546; GO:0005576; GO:0004553; GO:0016762",NA,15174842,6,"Tracheophyta","ARATH10876","MC"
"1060","AT2G01890","263595_at",0.020945,0.00273,-4.57,-1.828542,-0.191,"PAP8","purple acid phosphatase 8","GO:0016311; GO:0005576; GO:0005634; GO:0003993; GO:0008198; GO:0008199",NA,15174846,2,"Eukaryota","ARATH10880","UC"
"1061","AT2G01910","263591_at",0.0118,0.00116,-5.34,-0.897852,-0.684,"ATMAP65-6","microtubule-associated protein 65-6","GO:0000226; GO:0005634; GO:0005737; GO:0005739; GO:0005819; GO:0009524; GO:0009536; GO:0009574; GO:0008017",NA,15174853,2,"Eukaryota","ARATH10887","UC"
"1062","AT2G01940","265249_at",0.040352,0.00707,-3.8,-2.856407,-0.194,"SGR5","protein shoot gravitropism 5","GO:0006355; GO:0009590; GO:0009630; GO:0009959; GO:0009965; GO:0010031; GO:0010601; GO:0048444; GO:2000012; GO:2000904; GO:0005634; GO:0003700",NA,15174861,11,"rosids","ARATH10895","MC"
"1063","AT2G02080","266110_at",0.02507,0.00352,-4.36,-2.105064,-0.162,"IDD4","indeterminate(ID)-domain 4 protein","GO:0002221; GO:0008356; GO:0045893; GO:0048364; GO:0005634; GO:0003700; GO:0005515; GO:0043565",NA,15174884,9,"Mesangiospermae","ARATH10918","MC"
"1064","AT2G02130","266118_at",0.012825,0.0013,5.23,-1.02472,0.884,"LCR68","defensin-like protein 1","GO:0006952; GO:0005576; GO:0005618; GO:0005739; GO:0009506",NA,15174889,7,"Spermatophyta","ARATH10923","MC"
"1065","AT2G02350","266234_at",0.016593,0.00192,4.88,-1.444848,0.194,"SKIP3","SKP1 interacting partner 3","GO:0016567; GO:0009507; GO:0030246",NA,15174910,10,"Pentapetalae","ARATH10944","MC"
"1066","AT2G02370","266182_at",0.017878,0.00214,-4.79,-1.563821,-0.363,"AT2G02370","SNARE associated Golgi protein","GO:0008150; GO:0005886; GO:0003674",NA,15174912,5,"Embryophyta","ARATH10946","MC"
"1067","AT2G02510","267239_at",0.005936,0.000397,6.43,0.271813,0.349,"AT2G02510","NADH dehydrogenase (ubiquinone)","GO:0022900; GO:0032981; GO:0005739; GO:0005747",NA,15174943,5,"Embryophyta","ARATH10977","MC"
"1068","AT2G02710","267477_at",0.000588,5.42e-06,-12.7,4.835595,-1.36,"PLPB","PAS/LOV protein B","GO:0005634",NA,15174972,2,"Eukaryota","ARATH11006","UC"
"1069","AT2G02810","267483_at",0.008344,0.000696,5.84,-0.339682,0.351,"UTR1","UDP-galactose transporter 1","GO:0009553; GO:0009555; GO:0015780; GO:0030968; GO:0072334; GO:0005789; GO:0009507; GO:0030173; GO:0030176; GO:0005459; GO:0005460; GO:0022857",NA,15174989,2,"Eukaryota","ARATH11023","UC"
"1070","AT2G02850","267472_at",0.002734,0.000111,-7.92,1.655903,-0.745,"ARPN","plantacyanin","GO:0009856; GO:0048653; GO:0005576; GO:0031012; GO:0046658; GO:0048046; GO:0099503; GO:0009055",NA,15174995,7,"Spermatophyta","ARATH11029","MC"
"1071","AT2G03090","266770_at",0.020875,0.00272,4.58,-1.822702,1.05,"EXPA15","expansin A15","GO:0006949; GO:0009664; GO:0009826; GO:0009828; GO:0005576",NA,15175022,4,"Streptophyta","ARATH11056","MC"
"1072","AT2G03120","266709_at",0.036087,0.00597,3.93,-2.67456,0.326,"SPP","signal peptide peptidase","GO:0006465; GO:0009555; GO:0009846; GO:0033619; GO:0005783; GO:0005789; GO:0071458; GO:0071556; GO:0042500",NA,15175024,2,"Eukaryota","ARATH11058","UC"
"1073","AT2G03200","266708_at",0.007518,0.000593,-6,-0.165115,-0.459,"AT2G03200","aspartyl protease family protein","GO:0006508; GO:0030163; GO:0005576; GO:0004190; GO:0008233",NA,15175037,5,"Embryophyta","ARATH11071","MC"
"1074","AT2G03310","266707_at",0.021866,0.00291,-4.52,-1.896928,-0.371,"AT2G03310","hypothetical protein","GO:0008150; GO:0005739; GO:0003674",NA,15175053,13,"Brassicaceae","ARATH11087","MC"
