ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
253710_at,0.006626,4.78E-04,-6.23,0.068997,-3.06E-01,NAC075,NAC domain containing protein 75
250504_at,0.006641,4.80E-04,6.22,0.065757,2.38E-01,AT5G09840,putative endonuclease or glycosyl hydrolase
261204_s_at,0.006646,4.80E-04,6.22,0.064326,4.73E-01,ERF1-2///ERF1-3,eukaryotic peptide chain release factor subunit 1-2///peptide chain release factor eRF subunit 1
248217_at,0.006651,4.81E-04,6.22,0.062789,2.49E-01,CB5-E,cytochrome B5 isoform E
259225_at,0.006658,4.82E-04,6.22,0.061028,3.35E-01,AT3G07590,small nuclear ribonucleoprotein D1
247175_at,0.006659,4.82E-04,-6.22,0.060257,-3.16E-01,GCL1,protein GCR2-like 1
260235_at,0.00666,4.82E-04,6.22,0.059454,5.53E-01,NRP1,NAP1-related protein 1
257964_at,0.006662,4.83E-04,6.22,0.058486,2.96E-01,AT3G19850,phototropic-responsive NPH3 family protein
246366_at,0.006682,4.85E-04,6.21,0.054528,3.30E-01,AT1G51850,Leucine-rich repeat protein kinase family protein
253771_at,0.006682,4.85E-04,6.21,0.053873,4.92E-01,AT4G28430,reticulon-like protein B18
258613_at,0.006689,4.86E-04,6.21,0.052023,4.60E-01,VTC4,L-galactose-1-phosphate phosphatase
245367_at,0.0067,4.87E-04,6.21,0.049651,2.76E-01,NRPB9B,RNA polymerases subunit NRP(B/D/E)9b
254722_at,0.006705,4.87E-04,-6.21,0.048161,-3.48E-01,AT4G13530,hypothetical protein
251879_at,0.006707,4.88E-04,-6.21,0.047093,-2.52E-01,AT3G54200,late embryogenesis abundant hydroxyproline-rich glycoprotein
257966_at,0.006733,4.90E-04,-6.2,0.041938,-4.84E-01,AT3G19800,hypothetical protein
263883_at,0.006733,4.90E-04,6.2,0.041662,3.09E-01,AT2G21830,Cysteine/Histidine-rich C1 domain family protein
258651_at,0.006734,4.91E-04,-6.2,0.040856,-3.57E-01,PIP5K9,phosphatidyl inositol monophosphate 5 kinase
262736_at,0.006746,4.92E-04,-6.2,0.038245,-4.46E-01,AT1G28570,GDSL esterase/lipase
260237_at,0.006759,4.93E-04,6.19,0.035062,4.16E-01,MYB95,putative transcription factor MYB95
248511_at,0.006759,4.93E-04,6.19,0.03475,3.55E-01,CPI1,cyclopropyl isomerase
266581_at,0.006776,4.95E-04,6.19,0.030965,5.39E-01,AT2G46140,Late embryogenesis abundant protein
257748_at,0.006776,4.95E-04,6.19,0.030803,5.29E-01,PUB29,U-box domain-containing protein 29
245124_at,0.006789,4.96E-04,6.19,0.028082,2.24E-01,U1A,spliceosomal protein U1A
247864_s_at,0.006789,4.97E-04,6.19,0.02729,5.87E-01,ASB1///AT1G25155///AT1G25083///AT1G24909///AT1G24807///AT5G57890,anthranilate synthase beta subunit 1///Glutamine amidotransferase type 1 family protein///putative anthranilate synthase beta subunit///putative anthranilate synthase beta subunit///putative anthranilate synthase beta subunit///glutamine amidotransferase type 1 family protein
257704_at,0.006797,4.98E-04,-6.19,0.025383,-3.06E-01,MYB67,myb domain protein 67
252364_at,0.006798,4.98E-04,-6.18,0.024529,-3.95E-01,AT3G48450,RPM1-interacting protein 4 (RIN4)
245621_at,0.006815,5.00E-04,-6.18,0.021208,-3.31E-01,AAE15,long-chain-fatty-acid--[acyl-carrier-protein] ligase AEE15
261928_at,0.006819,5.00E-04,-6.18,0.019897,-7.73E-01,AT1G22480,plastocyanin-like domain-containing protein
258569_at,0.006837,5.02E-04,6.18,0.016451,3.46E-01,AT1G04480///emb2171///AT2G33370,60S ribosomal protein L23///60S ribosomal protein L23///60S ribosomal protein L23B
258917_at,0.006844,5.03E-04,6.18,0.014653,2.49E-01,AT3G10630,putative glycosyl transferase
260817_at,0.006844,5.03E-04,6.17,0.013168,2.76E-01,AT1G06900,Insulinase (peptidase family M16) family protein
249555_at,0.006844,5.03E-04,6.17,0.013016,3.14E-01,AT5G38300,hypothetical protein
255012_at,0.006844,5.03E-04,-6.17,0.012665,-2.42E-01,AT4G10030,"hydrolase, alpha/beta fold family protein"
264052_at,0.006844,5.04E-04,6.17,0.01208,4.38E-01,CYP79B3,tryptophan N-monooxygenase 2
250267_at,0.006878,5.07E-04,6.17,0.006025,4.66E-01,AT5G12930,hypothetical protein
266893_at,0.006892,5.08E-04,6.16,0.0032,4.08E-01,RTE1,protein REVERSION-TO-ETHYLENE SENSITIVITY 1
256861_at,0.006894,5.08E-04,-6.16,0.002236,-7.84E-01,BAM1,beta-amylase 1
263118_at,0.006903,5.09E-04,-6.16,0.000115,-4.49E-01,MCCA,methylcrotonoyl-CoA carboxylase subunit alpha
255104_at,0.006903,5.10E-04,6.16,-0.000486,4.43E-01,SAH7,protein SAH7
250738_at,0.006919,5.11E-04,6.16,-0.003721,6.55E-01,ASA1,anthranilate synthase component I-1
266296_at,0.006931,5.12E-04,6.16,-0.006158,5.48E-01,GSTU7,glutathione S-transferase tau 7
256492_at,0.006942,5.13E-04,-6.15,-0.008606,-2.35E-01,AT1G31490,HXXXD-type acyl-transferase-like protein
262758_at,0.006958,5.15E-04,6.15,-0.012203,3.53E-01,AT1G10780,F-box/RNI-like protein
266993_at,0.006958,5.15E-04,6.15,-0.012361,9.17E-01,AT2G39210,major facilitator protein
258791_at,0.006963,5.16E-04,6.15,-0.013818,1.34,PR4,pathogenesis-related 4
245713_at,0.006963,5.17E-04,-6.15,-0.015172,-2.27E-01,NAMT1,methyltransferase family protein NAMT1
258879_at,0.006963,5.17E-04,6.15,-0.015183,5.14E-01,AT3G03270,adenine nucleotide alpha hydrolases-like protein
258413_at,0.006974,5.18E-04,6.14,-0.017436,2.63E-01,AT3G17300,hypothetical protein
255782_at,0.006974,5.18E-04,6.14,-0.018187,4.80E-01,MP,auxin response factor 5
247005_at,0.006974,5.18E-04,-6.14,-0.018833,-6.13E-01,APK4,adenosine-5'-phosphosulfate kinase 4
254726_at,0.006995,5.20E-04,6.14,-0.022725,6.24E-01,PRR2,pinoresinol reductase 2
267524_at,0.007032,5.23E-04,-6.13,-0.029055,-5.69E-01,AT2G30600,BTB/POZ domain-containing protein
247060_at,0.007038,5.24E-04,6.13,-0.030662,2.21E-01,SDH1-1,succinate dehydrogenase [ubiquinone] flavoprotein subunit 1
249879_at,0.007045,5.25E-04,-6.13,-0.032667,-2.18E-01,AT5G23170,serine/threonine-protein kinase-like protein
262456_at,0.007045,5.25E-04,-6.13,-0.033129,-4.82E-01,STP1,sugar transporter 1
265649_at,0.007045,5.26E-04,6.13,-0.03453,2.71E-01,FD3,ferredoxin 3
247383_at,0.007045,5.26E-04,-6.13,-0.034572,-4.31E-01,AT5G63410,Leucine-rich repeat protein kinase family protein
267371_at,0.007045,5.26E-04,6.13,-0.035456,2.97E-01,AT2G44510,CDK inhibitor P21 binding protein
245629_at,0.007045,5.27E-04,-6.13,-0.03602,-4.66E-01,SVB,protein SMALLER WITH VARIABLE BRANCHES
250820_at,0.007045,5.27E-04,6.13,-0.036213,3.94E-01,AT5G05160,putative leucine-rich repeat receptor-like protein kinase
250420_at,0.007047,5.27E-04,6.13,-0.037712,2.82E-01,HY5,transcription factor HY5
256795_at,0.007047,5.27E-04,6.12,-0.037751,2.98E-01,PAC1,20S proteasome alpha-3 subunit
255629_at,0.007051,5.28E-04,6.12,-0.039105,3.06E-01,ATOZI1,putative pathogenesis-related protein ATOZI1
251834_at,0.007054,5.29E-04,6.12,-0.040665,4.35E-01,AT3G55170,60S ribosomal protein L35-3
249910_at,0.007054,5.29E-04,-6.12,-0.040802,-5.34E-01,ADT5,arogenate dehydratase 5
264040_at,0.00706,5.30E-04,-6.12,-0.042298,-4.72E-01,ACR5,ACT domain-containing protein 5
257883_at,0.007075,5.31E-04,-6.12,-0.045887,-4.11E-01,AT3G16940,calmodulin-binding transcription activator
249514_at,0.007075,5.31E-04,6.12,-0.046012,4.15E-01,GRF3,14-3-3-like protein GF14 psi
252120_at,0.007077,5.32E-04,-6.12,-0.04685,-3.12E-01,AT3G51130,hypothetical protein
248656_at,0.00709,5.33E-04,6.11,-0.049483,3.86E-01,AT5G48460,Actin binding Calponin homology (CH) domain-containing protein
254177_at,0.007101,5.34E-04,6.11,-0.051886,2.31E-01,AT4G23860,PHD finger protein-related
249227_at,0.007105,5.35E-04,-6.11,-0.053116,-6.03E-01,AT5G42180,peroxidase
256438_s_at,0.007122,5.36E-04,6.11,-0.056269,1.09,AT1G56045///AT3G56020///AT3G11120///AT3G08520///AT2G40205,60S ribosomal protein L41///60S ribosomal protein L41///60S ribosomal protein L41///60S ribosomal protein L41///60S ribosomal protein L41
251406_at,0.007123,5.37E-04,6.11,-0.057364,5.24E-01,AT3G60260,ELMO/CED-12 domain-containing protein
253757_at,0.007123,5.37E-04,6.11,-0.057755,5.33E-01,ROP9,Rac-like GTP-binding protein ARAC7
249718_at,0.007134,5.38E-04,-6.1,-0.060109,-3.75E-01,AT5G35740,carbohydrate-binding X8 domain-containing protein
250845_at,0.007142,5.39E-04,6.1,-0.061846,3.58E-01,AT5G04600,RNA recognition motif-containing protein
250212_at,0.007143,5.40E-04,6.1,-0.062703,3.03E-01,SUVH4,"histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH4"
264716_at,0.007143,5.40E-04,-6.1,-0.063368,-4.68E-01,MMP,matrix metalloproteinase
250702_at,0.007155,5.41E-04,6.1,-0.065798,5.17E-01,AT5G06730,peroxidase 54
253174_at,0.007155,5.42E-04,-6.1,-0.066732,-2.83E-01,CAT2,catalase 2
258166_at,0.007155,5.42E-04,6.1,-0.067101,2.71E-01,AT3G21540,transducin/WD40 domain-containing protein
260470_at,0.007158,5.42E-04,6.1,-0.06859,2.91E-01,AT1G11125,hypothetical protein
248107_at,0.007158,5.43E-04,6.1,-0.068793,3.82E-01,RAN3,GTP-binding nuclear protein Ran-3
248588_at,0.007191,5.46E-04,6.09,-0.074661,2.27E-01,AT5G49540,Rab5-interacting family protein
251256_at,0.007191,5.46E-04,6.09,-0.07504,2.94E-01,DUF7,DUF724 family protein
261809_at,0.007197,5.46E-04,-6.09,-0.076551,-5.92E-01,AT1G08340,Rho GTPase activating protein with PAK-box/P21-Rho-binding domain
251824_at,0.007216,5.48E-04,-6.08,-0.080023,-2.37E-01,AT3G55090,ABC transporter G family member 16
261761_at,0.007242,5.51E-04,6.08,-0.084642,3.79E-01,CENP-C,centromere protein C
265345_at,0.00726,5.52E-04,-6.08,-0.088194,-4.19E-01,AT2G22680,C3HC4-type RING finger domain-containing protein
258322_at,0.00726,5.53E-04,-6.08,-0.08913,-5.74E-01,HMT3,homocysteine S-methyltransferase 3
252861_at,0.00726,5.53E-04,6.08,-0.089138,2.82E-01,AT4G39820,tetratricopeptide repeat domain-containing protein
249887_at,0.007271,5.54E-04,6.07,-0.091438,4.06E-01,AT5G22310,hypothetical protein
257652_at,0.007295,5.56E-04,6.07,-0.095664,3.42E-01,PUM24,protein pumilio 24
248258_at,0.007302,5.57E-04,6.07,-0.097471,4.80E-01,BOB1,protein BOBBER 1
254806_at,0.007302,5.58E-04,-6.07,-0.099053,-2.30E-01,CPuORF26///AT4G12430,uncharacerized protein///probable trehalose-phosphate phosphatase F
260410_at,0.007302,5.58E-04,-6.07,-0.099948,-5.24E-01,NRT1.7,nitrate transporter 1.7
263042_at,0.007302,5.59E-04,6.06,-0.101392,4.01E-01,AT1G23340,hypothetical protein
264894_at,0.007302,5.59E-04,-6.06,-0.101917,-3.46E-01,AT1G23040,hydroxyproline-rich glycoprotein family protein
248590_at,0.007302,5.59E-04,-6.06,-0.102008,-4.55E-01,AT5G49660,receptor like kinase
254057_at,0.007302,5.60E-04,-6.06,-0.102312,-3.98E-01,AT4G25170,hypothetical protein
245201_at,0.007302,5.60E-04,-6.06,-0.102352,-4.38E-01,CSK,chloroplast sensor kinase
251297_at,0.007302,5.60E-04,-6.06,-0.102933,-6.09E-01,GLP10,germin-like protein 10
259818_at,0.007302,5.60E-04,-6.06,-0.103007,-4.23E-01,AT1G49890,hypothetical protein
250182_at,0.007313,5.61E-04,-6.06,-0.105315,-2.10E-01,AT5G14470,GHMP kinase family protein
260595_at,0.007314,5.61E-04,6.06,-0.10607,3.80E-01,AT1G55890,pentatricopeptide repeat-containing protein
259910_at,0.007323,5.63E-04,-6.06,-0.108086,-6.34E-01,AT1G72700,putative phospholipid-transporting ATPase 5
250483_at,0.007323,5.63E-04,-6.06,-0.108673,-3.73E-01,MES5,methyl esterase 5
252639_at,0.007323,5.63E-04,-6.06,-0.109306,-4.36E-01,FAR5,fatty acyl-CoA reductase 5
262054_s_at,0.007338,5.65E-04,6.05,-0.112145,4.69E-01,HSP91///AT1G79920,heat shock protein 91///Heat shock protein 70
260272_at,0.00734,5.65E-04,-6.05,-0.113041,-2.86E-01,AT1G80570,RNI-like superfamily protein
258463_at,0.007353,5.66E-04,-6.05,-0.115538,-4.23E-01,AT3G17410,putative serine/threonine protein kinase
265935_at,0.007358,5.67E-04,6.05,-0.116949,4.97E-01,TET2,tetraspanin2
256523_at,0.007373,5.69E-04,6.05,-0.119776,3.04E-01,AT1G66070,translation initiation factor eIF3 subunit
251084_at,0.007375,5.69E-04,-6.05,-0.120695,-5.16E-01,AT5G01520,C3HC4 type RING finger protein
264069_at,0.007377,5.70E-04,6.05,-0.121827,5.86E-01,CPN60A,chaperonin-60 alpha
258699_at,0.007377,5.70E-04,6.04,-0.122543,4.51E-01,AT3G09470,major facilitator superfamily protein
258466_at,0.007377,5.70E-04,6.04,-0.123024,3.44E-01,AT3G06040,ribosomal protein L12/ ATP-dependent Clp protease adaptor protein
261893_at,0.007377,5.71E-04,6.04,-0.123562,3.25E-01,AT1G80690,PPPDE putative thiol peptidase family protein
263404_s_at,0.007377,5.71E-04,6.04,-0.124031,5.98E-01,AT2G04100///AT2G04090,MATE efflux family protein///MATE efflux family protein
250667_at,0.007394,5.73E-04,6.04,-0.127617,5.69E-01,AT5G07090,40S ribosomal protein S4-2
254429_at,0.007394,5.73E-04,6.04,-0.128172,4.67E-01,AT4G21105,cytochrome-c oxidase/ electron carrier
249672_at,0.007394,5.73E-04,6.04,-0.128386,2.05E-01,AT5G35910,exosome complex exonuclease RRP6L2
260636_at,0.007408,5.75E-04,-6.03,-0.132631,-4.79E-01,CDS1,phosphatidate cytidylyltransferase
253619_at,0.007408,5.76E-04,-6.03,-0.133377,-5.55E-01,AT4G30460,glycine-rich protein
AFFX-PheX-5_at,0.007408,5.76E-04,6.03,-0.133586,3.92E-01,,
260285_at,0.007408,5.76E-04,6.03,-0.133714,3.56E-01,IMD2,3-isopropylmalate dehydrogenase 2
258618_at,0.007408,5.76E-04,6.03,-0.134486,5.50E-01,GASA5,gibberellin-regulated protein 5
260398_at,0.007408,5.76E-04,6.03,-0.134555,3.05E-01,PUM23,pumilio 23
254789_at,0.007408,5.76E-04,6.03,-0.134838,6.71E-01,ENODL19,early nodulin-like protein 19
255507_at,0.00743,5.79E-04,6.03,-0.139282,5.11E-01,MOS6,Importin alpha 3
248887_at,0.00743,5.79E-04,6.03,-0.139645,3.49E-01,AT5G46115,hypothetical protein
254299_at,0.00743,5.79E-04,-6.03,-0.13987,-5.54E-01,NYE1,protein NON-YELLOWING 1
253247_at,0.007463,5.82E-04,-6.02,-0.145306,-3.92E-01,BLH6,BEL1-like homeodomain 6
246681_at,0.007482,5.84E-04,-6.02,-0.149146,-2.85E-01,AT5G33280,putative chloride channel-like protein CLC-g
254652_at,0.007482,5.84E-04,-6.02,-0.149246,-5.22E-01,WRKY28,WRKY DNA-binding protein 28
261330_at,0.007494,5.85E-04,6.02,-0.151613,4.75E-01,MCM2,minichromosome maintenance protein 2
259515_at,0.007494,5.88E-04,6.01,-0.155526,3.29E-01,AT1G20430,hypothetical protein
264663_at,0.007494,5.88E-04,6.01,-0.155673,7.56E-01,LRR XI-23,leucine-rich receptor-like protein kinase
245748_at,0.007494,5.88E-04,-6.01,-0.155747,-3.98E-01,AT1G51140,transcription factor bHLH122
250200_at,0.007494,5.88E-04,-6.01,-0.155941,-4.77E-01,AT5G14130,peroxidase 55
264987_at,0.007494,5.88E-04,6.01,-0.156101,4.66E-01,AT1G27030,hypothetical protein
260875_at,0.007494,5.88E-04,-6.01,-0.156157,-4.02E-01,SKP2A,F-box protein SKP2A
249475_at,0.007494,5.88E-04,6.01,-0.156302,2.99E-01,AT5G38890,"nucleic acid-binding, OB-fold-like protein"
251931_at,0.007494,5.88E-04,-6.01,-0.156579,-3.66E-01,AT3G53950,glyoxal oxidase-related protein
260335_at,0.007496,5.89E-04,-6.01,-0.157389,-4.85E-01,SS3,strictosidine synthase 3
266579_at,0.007496,5.89E-04,6.01,-0.158072,5.29E-01,SNRNP-G,probable small nuclear ribonucleoprotein G
255668_s_at,0.007512,5.90E-04,6.01,-0.160899,3.30E-01,AT4G00250///AT4G00238,DNA-binding storekeeper protein-related transcriptional regulator///DNA-binding storekeeper protein-related transcriptional regulator
265688_at,0.007516,5.91E-04,6.01,-0.162162,2.46E-01,AT2G24300,Calmodulin-binding protein
260392_at,0.007518,5.92E-04,6.01,-0.163598,4.21E-01,ENO1,enolase 1
266196_at,0.007518,5.92E-04,-6.01,-0.163781,-3.42E-01,AT2G39110,protein kinase superfamily protein
250569_at,0.007518,5.93E-04,6,-0.164943,3.37E-01,BIM1,transcription factor BIM1
266708_at,0.007518,5.93E-04,-6,-0.165115,-4.59E-01,AT2G03200,aspartyl protease family protein
255794_at,0.007518,5.93E-04,-6,-0.165996,-4.76E-01,NAC041,NAC domain containing protein 41
257480_at,0.007518,5.94E-04,6,-0.1667,5.46E-01,AT1G15640,hypothetical protein
253629_at,0.007518,5.94E-04,-6,-0.166705,-4.00E-01,AT4G30450,glycine-rich protein
262804_at,0.007523,5.94E-04,-6,-0.167941,-4.30E-01,AT1G20880,RNA recognition motif-containing protein
257495_at,0.007524,5.95E-04,6,-0.168757,3.09E-01,PDIL5-1,protein disulfide isomerase 5-1
258796_at,0.007528,5.95E-04,6,-0.169915,4.24E-01,WDL1,WVD2-like 1
248708_at,0.007532,5.96E-04,-6,-0.171159,-5.17E-01,AT5G48560,transcription factor bHLH78
251527_at,0.007557,5.99E-04,5.99,-0.17588,2.64E-01,AT3G58650,hypothetical protein
258505_at,0.007557,5.99E-04,5.99,-0.176135,4.65E-01,AT3G06530,U3snoRNP10 and NUC211 domain-containing protein
264382_at,0.007557,5.99E-04,5.99,-0.176506,4.33E-01,SDF2,stromal cell-derived factor 2-like protein
251058_at,0.007559,6.00E-04,-5.99,-0.177506,-3.57E-01,AT5G01790,hypothetical protein
257172_at,0.007592,6.03E-04,-5.99,-0.183642,-3.06E-01,AT3G23700,ribosomal protein S1-like RNA-binding domain-containing protein
253765_at,0.007592,6.03E-04,-5.99,-0.183759,-2.36E-01,AT4G28740,hypothetical protein
250229_at,0.007592,6.03E-04,5.99,-0.183958,3.68E-01,NACA3,nascent polypeptide-associated complex subunit alpha-like protein 3
264931_at,0.007602,6.04E-04,5.98,-0.186054,1.29,AT1G60590,pectin lyase-like protein
250045_at,0.007621,6.06E-04,5.98,-0.189402,5.36E-01,AT5G17700,MATE efflux family protein
248764_at,0.007636,6.08E-04,-5.98,-0.192059,-4.58E-01,NF-YB2,nuclear transcription factor Y subunit B-2
248981_at,0.007639,6.08E-04,-5.98,-0.193185,-2.88E-01,NPR3,NPR1-like protein 3
245659_at,0.00764,6.09E-04,-5.98,-0.194166,-2.69E-01,AT1G28260,Telomerase activating protein Est1
265337_at,0.00764,6.09E-04,5.98,-0.194521,3.97E-01,TTN5,ADP-ribosylation factor-like protein 2
264377_at,0.007661,6.11E-04,5.97,-0.19802,5.47E-01,ENODL14,early nodulin-like protein 14
255702_at,0.007682,6.13E-04,-5.97,-0.201577,-4.39E-01,XSP1,xylem serine proteinase 1
245951_at,0.00774,6.18E-04,5.96,-0.210988,8.01E-01,ASP2,aspartate aminotransferase
253393_at,0.00774,6.18E-04,5.96,-0.211441,4.67E-01,GLB3,hemoglobin 3
262575_at,0.00774,6.19E-04,-5.96,-0.211691,-4.42E-01,PDR7,ABC transporter G family member 35
250031_at,0.007749,6.20E-04,-5.96,-0.213552,-3.61E-01,MYR1,myb-related protein 1
267265_at,0.00775,6.20E-04,-5.96,-0.214274,-4.64E-01,SCPL13,serine carboxypeptidase-like 13
264956_at,0.007753,6.21E-04,-5.96,-0.215326,-7.12E-01,ACR3,ACT domain-containing protein 3
253202_at,0.007753,6.21E-04,5.96,-0.215865,4.54E-01,AT4G34555,40S ribosomal protein S25-3
266239_at,0.007753,6.22E-04,5.96,-0.216915,5.03E-01,TIM10,mitochondrial import inner membrane translocase subunit Tim10
249788_at,0.007753,6.22E-04,5.96,-0.217099,2.99E-01,ATXR6,histone-lysine N-methyltransferase ATXR6
252295_at,0.00776,6.23E-04,5.95,-0.218636,2.67E-01,AT3G49100,signal recognition particle subunit SRP9
AFFX-r2-Bs-thr-M_s_at,0.007767,6.24E-04,5.95,-0.220466,5.78E-01,,
247751_at,0.007767,6.24E-04,-5.95,-0.220846,-4.73E-01,AT5G59050,hypothetical protein
254210_at,0.007769,6.24E-04,-5.95,-0.221658,-3.12E-01,AT4G23450,C3H2C3-type RING E3 Ub ligase
247764_at,0.007773,6.25E-04,5.95,-0.22278,3.12E-01,AT5G59190,subtilase family protein
260615_at,0.007777,6.26E-04,5.95,-0.22398,3.91E-01,mMDH1,malate dehydrogenase 1
251340_at,0.007788,6.27E-04,5.95,-0.22617,2.40E-01,ARP7,actin-related protein 7
262607_at,0.007803,6.28E-04,-5.94,-0.228727,-4.27E-01,AT1G13990,hypothetical protein
248932_at,0.007814,6.30E-04,-5.94,-0.231349,-1.99E-01,PTR3,peptide transporter 3
267162_s_at,0.007814,6.30E-04,5.94,-0.23225,3.07E-01,AT2G37690///AT2G05140,putative phosphoribosylaminoimidazole carboxylase / AIR carboxylase///phosphoribosylaminoimidazole carboxylase family protein / AIR carboxylase family protein
261410_at,0.007814,6.30E-04,-5.94,-0.232344,-9.70E-01,MT1C,metallothionein 1C
252856_at,0.007814,6.31E-04,5.94,-0.232712,3.14E-01,AT4G39690,hypothetical protein
259847_at,0.007828,6.32E-04,5.94,-0.235704,3.80E-01,AT1G72170,hypothetical protein
252483_at,0.007828,6.33E-04,-5.94,-0.235892,-4.63E-01,AT3G46600,scarecrow-like protein 30
249787_at,0.00784,6.34E-04,5.94,-0.238037,8.77E-01,AT5G24320,transducin/WD40 domain-containing protein
246933_at,0.007841,6.34E-04,-5.94,-0.238875,-3.89E-01,ZFP3,zinc finger protein 3
260046_at,0.00787,6.37E-04,-5.93,-0.243483,-2.77E-01,AT1G73805,protein SAR Deficient 1
261899_at,0.007871,6.37E-04,-5.93,-0.244219,-8.39E-01,CCR2,cinnamoyl-CoA reductase
264337_at,0.007886,6.39E-04,5.93,-0.246769,2.01E-01,AT1G70350,hypothetical protein
261346_at,0.007889,6.39E-04,5.93,-0.247791,7.29E-01,AT1G79720,eukaryotic aspartyl protease family protein
248909_at,0.007889,6.40E-04,-5.93,-0.24838,-2.45E-01,CIPK19,SNF1-related protein kinase
258977_s_at,0.0079,6.41E-04,-5.92,-0.250977,-5.37E-01,CARAB-AK-LYS///AK3,aspartokinase 2///aspartokinase 3
254074_at,0.0079,6.41E-04,-5.92,-0.251134,-4.60E-01,CBF1,dehydration-responsive element-binding protein 1B
254958_at,0.0079,6.42E-04,5.92,-0.251673,2.37E-01,NDPK3,nucleoside diphosphate kinase 3
263902_at,0.007906,6.43E-04,5.92,-0.25315,2.93E-01,APG10,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
260415_at,0.007906,6.43E-04,-5.92,-0.253765,-3.84E-01,AT1G69790,putative protein serine/threonine kinase
249410_at,0.007919,6.44E-04,-5.92,-0.256075,-2.70E-01,CRK42,cysteine-rich receptor-like protein kinase 42
249180_at,0.007929,6.45E-04,5.92,-0.258014,4.29E-01,RPT4A,26S proteasome AAA-ATPase subunit RPT4a
266057_at,0.007963,6.49E-04,5.91,-0.263286,3.85E-01,AT2G40660,"nucleic acid-binding, OB-fold-like protein"
267175_s_at,0.007963,6.49E-04,5.91,-0.263909,4.23E-01,ACT3///ACT1,actin 3///actin 1
253156_at,0.007963,6.49E-04,5.91,-0.264644,4.32E-01,AT4G35730,Regulator of Vps4 activity in the MVB pathway protein
256948_at,0.007963,6.50E-04,-5.91,-0.265083,-3.16E-01,AT3G18930,RING-H2 finger protein ATL65
256731_at,0.007976,6.51E-04,5.91,-0.267484,4.78E-01,AT3G30340,nodulin MtN21 /EamA-like transporter family protein
262118_at,0.008,6.53E-04,5.91,-0.271342,2.64E-01,BGLU11,beta glucosidase 11
247890_at,0.008002,6.54E-04,-5.9,-0.272148,-3.95E-01,CNGC5,cyclic nucleotide gated channel 5
257707_at,0.008045,6.58E-04,5.9,-0.278537,2.81E-01,AT3G12650,hypothetical protein
265470_at,0.008089,6.62E-04,-5.89,-0.285024,-2.43E-01,AT2G37150,RING-finger domain-containing protein
246293_at,0.008121,6.65E-04,-5.89,-0.289911,-4.48E-01,SIB1,sigma factor binding protein 1
253017_at,0.008173,6.69E-04,-5.88,-0.297528,-3.35E-01,CAD6,cinnamyl-alcohol dehydrogenase 6
256429_at,0.008173,6.70E-04,5.88,-0.298085,2.79E-01,AT3G11040,glycosyl hydrolase family 85 protein
267315_at,0.008179,6.71E-04,-5.88,-0.299474,-3.13E-01,NF-YA4,nuclear transcription factor Y subunit A-4
249775_at,0.008196,6.72E-04,-5.88,-0.302332,-2.94E-01,SQE6,Squalene monooxygenase 6
264146_at,0.008201,6.73E-04,-5.88,-0.303575,-2.22E-01,CER1,protein ECERIFERUM 1
254991_at,0.008209,6.74E-04,5.87,-0.305417,2.21E-01,AT4G10620,BPG2-like protein
250493_at,0.008209,6.75E-04,5.87,-0.306224,2.58E-01,AT5G09800,ARM repeat superfamily protein
259528_at,0.008209,6.75E-04,-5.87,-0.306918,-2.13E-01,AT1G12330,hypothetical protein
252562_s_at,0.008209,6.75E-04,5.87,-0.306936,5.80E-01,AT1G07820///AT1G07660///AT5G59970///AT5G59690///AT3G53730///AT3G46320///AT3G45930///HIS4,histone H4///histone H4///histone H4///histone H4///histone H4///histone H4///histone H4///histone H4
251916_at,0.00822,6.76E-04,-5.87,-0.309037,-5.53E-01,AT3G53960,probable peptide/nitrate transporter
265001_at,0.008224,6.78E-04,5.87,-0.310867,2.99E-01,AT1G67350,hypothetical protein
266696_at,0.008224,6.78E-04,5.87,-0.311752,3.41E-01,AT2G19680,mitochondrial ATP synthase subunit G protein
259223_at,0.008224,6.78E-04,5.87,-0.311792,5.82E-01,WOX11,WUSCHEL related homeobox 11
251420_at,0.008224,6.79E-04,5.87,-0.312628,2.24E-01,AT3G60490,ethylene-responsive transcription factor ERF035
267496_at,0.008224,6.79E-04,-5.87,-0.312956,-3.24E-01,AT2G30550,phospholipase A1-Igamma2
249238_at,0.008224,6.79E-04,5.87,-0.313023,4.23E-01,AT5G41970,Metal-dependent protein hydrolase
263799_at,0.008232,6.80E-04,-5.86,-0.314796,-1.06,AT2G24550,hypothetical protein
259685_at,0.008232,6.80E-04,-5.86,-0.315191,-3.32E-01,PP2-A11,phloem protein 2-A11
255719_at,0.008232,6.81E-04,-5.86,-0.315761,-3.20E-01,AT1G32080,plastidal glycolate/glycerate translocator 1
263845_at,0.008236,6.81E-04,-5.86,-0.316905,-4.02E-01,PAL1,phenylalanine ammonia-lyase 1
257725_at,0.008242,6.82E-04,5.86,-0.318219,2.36E-01,MSH2,DNA mismatch repair protein Msh2
263598_at,0.008243,6.83E-04,-5.86,-0.318979,-2.59E-01,EXGT-A3,endoxyloglucan transferase A3
